timestamp,meter_id,usage_liters
2025-01-01 00:00:00,meter_000,7.306220374096172
2025-01-01 01:00:00,meter_000,7.899504024130785
2025-01-01 02:00:00,meter_000,7.804971062204392
2025-01-01 03:00:00,meter_000,9.50009568846416
2025-01-01 04:00:00,meter_000,13.136383460974558
2025-01-01 05:00:00,meter_000,19.704327944329098
2025-01-01 06:00:00,meter_000,24.987978914720248
2025-01-01 07:00:00,meter_000,27.141626887374105
2025-01-01 08:00:00,meter_000,24.899784616327654
2025-01-01 09:00:00,meter_000,19.022824918523433
2025-01-01 10:00:00,meter_000,14.511564443657408
2025-01-01 11:00:00,meter_000,10.346715616270549
2025-01-01 12:00:00,meter_000,9.107321181915756
2025-01-01 13:00:00,meter_000,9.739336789672642
2025-01-01 14:00:00,meter_000,11.316355617345582
2025-01-01 15:00:00,meter_000,13.795454175334653
2025-01-01 16:00:00,meter_000,16.629770545551867
2025-01-01 17:00:00,meter_000,20.09510031065508
2025-01-01 18:00:00,meter_000,22.819193517818633
2025-01-01 19:00:00,meter_000,23.532026781242877
2025-01-01 20:00:00,meter_000,22.737316347317602
2025-01-01 21:00:00,meter_000,19.81648162047934
2025-01-01 22:00:00,meter_000,16.572524992597426
2025-01-01 23:00:00,meter_000,13.68962759659481
2025-01-02 00:00:00,meter_000,8.319062308873976
2025-01-02 01:00:00,meter_000,8.81957309176189
2025-01-02 02:00:00,meter_000,8.788265740375396
2025-01-02 03:00:00,meter_000,11.813561665741949
2025-01-02 04:00:00,meter_000,15.709944223602939
2025-01-02 05:00:00,meter_000,22.147540030946338
2025-01-02 06:00:00,meter_000,28.359779749147236
2025-01-02 07:00:00,meter_000,30.897461334973865
2025-01-02 08:00:00,meter_000,82.772058674484
2025-01-02 09:00:00,meter_000,22.360443359268622
2025-01-02 10:00:00,meter_000,15.594382476495705
2025-01-02 11:00:00,meter_000,11.54096595405566
2025-01-02 12:00:00,meter_000,10.387881497444347
2025-01-02 13:00:00,meter_000,11.48433011291354
2025-01-02 14:00:00,meter_000,12.839232758171079
2025-01-02 15:00:00,meter_000,15.434260729688168
2025-01-02 16:00:00,meter_000,19.3963695626816
2025-01-02 17:00:00,meter_000,22.97800570982998
